bgg_id,simple_mechanics,simple_category
106662,Area Movement; Map Building; Route Building; Drafting,Animals / Nature; Economic / Industry; Historical Eras
106753,Social / Party; Memory / Matching,Card Games; Humor / Adult; Puzzle / Logic; Party / Social; Historical Eras
106836,Auction / Bidding; Card Play,Humor / Adult; Sports / Racing
106929,Memory / Matching,Action / Dexterity; Kids / Family; Humor / Adult; Puzzle / Logic; Party / Social
106935,Memory / Matching,Kids / Family; Puzzle / Logic
106969,Dice Rolling; Pattern Building; Simulation,Party / Social; Sports / Racing
106978,Random Activation; Dice Rolling; Area Movement,War / Historical Battles
106999,Pattern Building; Tile Placement,Economic / Industry
107012,Area Movement,War / Historical Battles
107027,Area Movement,Modern / Political Conflicts; War / Historical Battles
107029,Memory / Matching; Pattern Building,Card Games; Puzzle / Logic
107056,Dice Rolling; Memory / Matching; Hidden Info,War / Historical Battles
107148,Simulation; Simultaneous Play; Cooperative; Team Play,Economic / Industry; Card Games; Miniatures / Tabletop Battles; War / Historical Battles
107173,Card Play; Set Collection,Card Games; War / Historical Battles
107181,Dice Rolling; Cooperative; Team Play,Media / Pop Culture; Party / Social
107190,Card Play; Cooperative; Team Play; Asymmetric Powers,Card Games; Fantasy / Mythical; War / Historical Battles
107255,Area Movement; Auction / Bidding; Asymmetric Powers; Scoring,Historical Eras; Science Fiction / Space
107372,Dice Rolling; Area Movement; Movement; Simulation; Area Control,Historical Eras; War / Historical Battles
107435,Dice Rolling; Social / Party,Dice / Roll Mechanics; Trivia / Word Games
107463,Cooperative; Team Play; Tile Placement,Abstract / Strategy; Animals / Nature; Party / Social
107464,Memory / Matching,Kids / Family; Puzzle / Logic
107529,Area Control; Engine Building; Pattern Building; Area Movement; Map Building; Route Building; Tile Placement; Variable Setup,Historical Eras; City / Civilization Building
107549,Social / Party; Cooperative; Team Play,Action / Dexterity; Party / Social; Adventure / Exploration; Trivia / Word Games
107583,Card Play; Trick Taking / Climbing,Card Games
107604,Voting,Humor / Adult; Party / Social
107635,Scoring; Area Movement; Card Play; Drafting; Tile Placement; Variable Setup,Historical Eras; Economic / Industry
107638,Deck / Bag Building; Card Play,Card Games
107649,,Action / Dexterity; Kids / Family
107680,Memory / Matching,Action / Dexterity; Kids / Family; Fantasy / Mythical
107703,Dice Rolling; Area Movement; Simulation,War / Historical Battles
107704,Area Control; Area Movement; Dice Rolling; Hidden Info; Simulation; Cooperative; Team Play; Voting,Historical Eras; Party / Social; Modern / Political Conflicts; War / Historical Battles
107733,Card Play; Simultaneous Play,Card Games; Humor / Adult; Media / Pop Culture; Party / Social
107811,Bluffing; Card Play; Drafting,Card Games; Party / Social
107829,Tile Placement,Card Games; War / Historical Battles; Horror / Zombies; Media / Pop Culture; Print & Play
107834,Area Control; Auction / Bidding; Card Play; Set Collection,Historical Eras; Party / Social; City / Civilization Building
107861,Action Selection; Area Control; Area Movement; Cooperative; Team Play; Trading,Economic / Industry; Historical Eras; Party / Social; City / Civilization Building
107917,Dice Rolling; Dexterity; Simulation,Miniatures / Tabletop Battles; Media / Pop Culture; Science Fiction / Space; War / Historical Battles
107938,Dice Rolling; Pattern Building; Set Collection; Trick Taking / Climbing,Abstract / Strategy; Card Games; Kids / Family; Dice / Roll Mechanics; Party / Social
107971,Roll and Move,Media / Pop Culture; Trivia / Word Games
108012,Area Movement; Roll and Move,Dice / Roll Mechanics; Puzzle / Logic; Pirates / Nautical
108018,Bluffing; Card Play; Set Collection,Abstract / Strategy
108044,Card Play; Simultaneous Play,Card Games; Humor / Adult; Science Fiction / Space
108079,Area Control; Card Play; Set Collection; Solo Play; Worker Placement,Historical Eras; Print & Play
108080,Campaign / Scenario; Dice Rolling; Area Movement; Push Your Luck; Solo Play,Adventure / Exploration; Card Games; Fantasy / Mythical; War / Historical Battles; Print & Play
108100,Social / Party; Party / Trivia,Action / Dexterity; Party / Social
108155,Memory / Matching; Push Your Luck,Animals / Nature; Kids / Family; Puzzle / Logic
108156,Dice Rolling,Kids / Family
108157,Simultaneous Play,Animals / Nature; Adventure / Exploration
108161,Auction / Bidding; Dice Rolling; Card Play; Worker Placement,Historical Eras; City / Civilization Building; Dice / Roll Mechanics; Economic / Industry
108176,Roll and Move,Party / Social; Trivia / Word Games
108341,Deck / Bag Building,Card Games; Fantasy / Mythical; Educational / STEM
108344,Area Control; Dice Rolling; Card Play; Map Building; Turn Order; Asymmetric Powers,City / Civilization Building; Fantasy / Mythical; War / Historical Battles; Media / Pop Culture
108377,Card Play; Pattern Building; Worker Placement,Card Games; Science Fiction / Space
108429,Area Control; Auction / Bidding; Dice Rolling,Abstract / Strategy; City / Civilization Building; Modern / Political Conflicts; War / Historical Battles
108430,Random Activation; Area Movement,War / Historical Battles
108459,Dice Rolling; Simulation,Sports / Racing
108554,Card Play,Party / Social; Card Games; Media / Pop Culture
108637,Action Selection; Area Movement; Dice Rolling; Card Play; Map Building,Adventure / Exploration; Sports / Racing
108665,Cooperative; Team Play; Dice Rolling; Area Movement; Map Building; Drafting; Role Playing; Tile Placement; Asymmetric Powers,Adventure / Exploration; War / Historical Battles; Horror / Zombies
108679,Auction / Bidding; Card Play; Set Collection; Simultaneous Play,Card Games; Economic / Industry
108687,Action Selection; Scoring; Reaction; Deduction / Hidden Info; Resource Drafting; Turn Order; Initiative; Turn Order,City / Civilization Building; Economic / Industry
108705,Card Play; Resource Management; Scoring; Set Collection,Historical Eras; Card Games
108711,Area Movement; Dice Rolling; Route Building,Economic / Industry; Historical Eras
108722,Dice Rolling; Event Cards; Dexterity; Movement; Campaign / Scenario; Turn Order; Initiative,Fantasy / Mythical; War / Historical Battles; Miniatures / Tabletop Battles; Pirates / Nautical
