bgg_id,simple_mechanics,simple_category
298701,Cooperative; Team Play; Card Play; Memory / Matching; Storytelling / Narrative,Card Games; Puzzle / Logic; Party / Social
298705,Dice Rolling; Party / Trivia,Animals / Nature; Kids / Family; Dice / Roll Mechanics
298764,Card Play; Pattern Building; Tile Placement,Animals / Nature; Card Games; Pirates / Nautical; Puzzle / Logic
299027,Action Selection; Card Play; Memory / Matching; Player Elimination; Programmed Movement; Simultaneous Play,Historical Eras; Economic / Industry
299028,Cooperative; Team Play; Pattern Building,Kids / Family
299047,Card Play; Take That; Asymmetric Powers,Card Games; Fantasy / Mythical; Media / Pop Culture
299074,Negotiation; Card Play; Pattern Building; Drafting; Set Collection; Asymmetric Powers; Variable Setup,Card Games; Media / Pop Culture; Science Fiction / Space
299104,Deck / Bag Building; Solo Play,Animals / Nature; Card Games; Historical Eras
299105,Area Movement; Dice Rolling; Simulation,War / Historical Battles
299121,Action Selection; Cooperative; Team Play; Dice Rolling; Sudden Death; Area Movement; Map Building; Storytelling / Narrative,Adventure / Exploration; Dice / Roll Mechanics; War / Historical Battles; Horror / Zombies; Fantasy / Mythical; Science Fiction / Space
299122,Action Selection; Cooperative; Team Play; Dice Rolling; Area Movement,Adventure / Exploration; Dice / Roll Mechanics; Fantasy / Mythical; War / Historical Battles; Horror / Zombies; Science Fiction / Space
299159,Negotiation; Card Play; Drafting,Card Games
299169,Bluffing; Card Play,Animals / Nature; Party / Social; Card Games
299171,Deduction / Hidden Info,Puzzle / Logic
299172,Deduction / Hidden Info; Drafting; Real-Time; Solo Play,Puzzle / Logic
299178,Area Movement; Map Building; Drafting; Pick-up and Deliver; Set Collection; Asymmetric Powers,Economic / Industry
299179,Action Selection; Bluffing; Card Play; Dice Rolling; Event Cards; Area Movement; Hidden Movement; Movement; Simulation; Solo Play; Variable Setup,War / Historical Battles
299191,Action Selection; Dice Rolling; Card Play; Area Movement; Race,Adventure / Exploration; Science Fiction / Space; City / Civilization Building
299248,Cooperative; Team Play; Dice; Random Events; Role Playing,Adventure / Exploration; Historical Eras
299249,Action Selection; Area Control; Reaction,Card Games; Humor / Adult; Print & Play
299252,Action Selection; Dice Rolling; Card Play; Reaction; Role Playing; Set Collection; Take That; Turn Order; Initiative; Asymmetric Powers,Animals / Nature; Card Games; Dice / Roll Mechanics; Fantasy / Mythical; War / Historical Battles
299255,Cooperative; Team Play; Storytelling / Narrative; Area Movement; Campaign / Scenario; Solo Play,Puzzle / Logic; Party / Social; Modern / Political Conflicts; Adventure / Exploration
299266,Action Selection; Dice Rolling; Area Movement; Asymmetric Powers,Card Games; War / Historical Battles; Miniatures / Tabletop Battles; Media / Pop Culture
299268,Action Selection; Dice Rolling; Area Movement; Asymmetric Powers,Card Games; War / Historical Battles; Miniatures / Tabletop Battles; Media / Pop Culture
299270,Action Selection; Dice Rolling; Area Movement; Asymmetric Powers,Card Games; War / Historical Battles; Miniatures / Tabletop Battles; Media / Pop Culture
299317,Cooperative; Team Play; Deck / Bag Building; Card Play; Drafting; Campaign / Scenario; Turn Order; Asymmetric Powers,Card Games; Fantasy / Mythical; Science Fiction / Space
299372,Set Collection; Tile Placement,Abstract / Strategy
299450,Area Control; Drafting; Area Movement; Map Building; Turn Order; Asymmetric Powers; Variable Setup,Abstract / Strategy; Fantasy / Mythical; Miniatures / Tabletop Battles; Science Fiction / Space
299452,Deck / Bag Building; Dice Rolling; Card Play; Drafting; Set Collection; Take That; Cooperative; Team Play,Animals / Nature; Card Games; Fantasy / Mythical
299566,Cooperative; Team Play; Deck / Bag Building; Dice Rolling; Area Movement; Card Play; Map Building; Solo Play; Asymmetric Powers,Adventure / Exploration; Media / Pop Culture; Dice / Roll Mechanics; Miniatures / Tabletop Battles
299569,Push Your Luck; Set Collection,Card Games; Modern / Political Conflicts
299571,Cooperative; Team Play; Route Building; Solo Play; Tile Placement,Card Games
299573,Set Collection,Animals / Nature; Card Games; Kids / Family
299592,Negotiation; Area Movement; Map Building; Pattern Building,Abstract / Strategy; Animals / Nature
299607,Area Control; Drafting; Card Play; Variable Setup,Card Games; Science Fiction / Space
299659,Action Selection; Dice Rolling; Area Movement; Card Play; Map Building; Tech Tree / Upgrades; Trading; Asymmetric Powers,Historical Eras; City / Civilization Building; Economic / Industry
299684,Dice Rolling; Resource Management; Drafting; Race; Simultaneous Play; Tech Tree / Upgrades,Historical Eras; City / Civilization Building; Economic / Industry
299690,Area Control; Area Movement; Map Building; Tile Placement,Animals / Nature; Kids / Family
299733,Card Play; Take That,Card Games; Fantasy / Mythical; War / Historical Battles; Historical Eras
299800,Cooperative; Team Play,Card Games; Puzzle / Logic; Fantasy / Mythical; Horror / Zombies
299803,Area Movement; Set Collection; Turn Order; Initiative,Card Games
299815,Card Play; Social / Party; Simultaneous Play,Party / Social
299838,Movement; Area Movement; Race; Turn Order; Initiative; Variable Setup,Economic / Industry; Adventure / Exploration
299908,Card Play; Set Collection; Solo Play; Tile Placement,Animals / Nature; Fantasy / Mythical; Print & Play
299928,Pick-up and Deliver; Area Movement,Economic / Industry; Historical Eras; Adventure / Exploration
299933,Dice Rolling; Dexterity,Action / Dexterity; Dice / Roll Mechanics
299939,Card Play; Dexterity; Drafting,Fantasy / Mythical; Humor / Adult
299946,Cooperative; Team Play; Event Cards; Card Play; Movement; Solo Play; Scoring,Card Games
299960,Drafting; Scoring; Card Play; Tile Placement; Worker Placement,Historical Eras
299963,Auction / Bidding; Deduction / Hidden Info; Memory / Matching; Tile Placement; Variable Setup,Party / Social; Puzzle / Logic
299971,Dice Rolling; Drafting,Card Games; Dice / Roll Mechanics; Pirates / Nautical; City / Civilization Building
300001,Area Control; Pattern Building; Card Play; Tile Placement,Animals / Nature
300007,Card Play,Abstract / Strategy; Card Games
300008,Pattern Building,Animals / Nature; Kids / Family
300010,Drafting; Pattern Building; Tile Placement; Turn Order; Initiative,Kids / Family; Fantasy / Mythical; City / Civilization Building
300023,Cooperative; Team Play,Card Games
300076,Memory / Matching; Set Collection,Puzzle / Logic; Adventure / Exploration
300081,Dice Rolling; Scoring; Tile Placement; Variable Setup,Horror / Zombies; Humor / Adult; Educational / STEM
300085,Cooperative; Team Play,Puzzle / Logic
300088,Cooperative; Team Play,Card Games; Fantasy / Mythical; Puzzle / Logic
300090,Set Collection,Card Games
300094,Dice Rolling,Dice / Roll Mechanics; Party / Social
300095,Tile Placement,
300099,Card Play; Drafting; Pattern Building; Set Collection; Tile Placement,Animals / Nature; Card Games
300127,Route Building; Stock / Speculation; Tile Placement,Economic / Industry
300146,Cooperative; Team Play; Storytelling / Narrative,Adventure / Exploration; Card Games; Puzzle / Logic; Party / Social
300148,Route Building; Drafting; Area Movement,Modern / Political Conflicts
300296,Memory / Matching; Set Collection,Puzzle / Logic; Adventure / Exploration
300298,Memory / Matching; Set Collection,Puzzle / Logic; Adventure / Exploration
300300,Cooperative; Team Play; Campaign / Scenario; Storytelling / Narrative,Adventure / Exploration; Puzzle / Logic; Historical Eras; Party / Social
300305,Area Movement; Drafting; Set Collection; Variable Setup,Abstract / Strategy; Adventure / Exploration
300322,Action Selection; Bonus Tokens; Resource Management; Negotiation; Scoring; Card Play; Resource Drafting; Map Building; Solo Play; Turn Order; Initiative; Worker Placement,Animals / Nature; Economic / Industry; War / Historical Battles
300327,Tile Placement; Area Control; Area Movement; Map Building; Set Collection; Tile Placement; Variable Setup,Economic / Industry; Historical Eras; City / Civilization Building
300329,Dice Rolling; Player Elimination,Dice / Roll Mechanics
300367,Drafting; Scoring; Party / Trivia; Set Collection; Simultaneous Play; Variable Setup,Card Games; Adventure / Exploration
300369,Drafting; Party / Trivia; Set Collection,Card Games; Adventure / Exploration
300400,Party / Trivia; Real-Time,Party / Social; Puzzle / Logic; Trivia / Word Games
300428,Cooperative; Team Play; Deck / Bag Building,Card Games; Media / Pop Culture; Science Fiction / Space
300442,Negotiation; Card Play; Drafting; Area Movement; Set Collection,Educational / STEM; Animals / Nature; Adventure / Exploration
300509,Card Play,Card Games; Trivia / Word Games
300521,Dice Rolling; Real-Time,Adventure / Exploration; Dice / Roll Mechanics; Fantasy / Mythical; Puzzle / Logic
300523,Action Selection; Dice Rolling; Party / Trivia; Push Your Luck; Set Collection,Dice / Roll Mechanics; Historical Eras
300531,Action Selection; Cooperative; Team Play; Deck / Bag Building; Memory / Matching; Campaign / Scenario; Simultaneous Play; Variable Setup,Card Games; Adventure / Exploration; Historical Eras
300583,Card Play; Memory / Matching; Set Collection; Solo Play; Area Movement; Tile Placement; Variable Setup,Card Games
300591,Dice Rolling; Simulation; Solo Play,Economic / Industry; War / Historical Battles
300664,Scoring; Card Play; Resource Management; Economy; Drafting; Player Elimination; Simulation; Stock / Speculation; Tech Tree / Upgrades; Turn Order; Initiative; Variable Setup,Card Games; Economic / Industry
300683,Auction / Bidding; Resource Management; Map Building; Route Building; Set Collection; Area Movement; Tile Placement,City / Civilization Building; Economic / Industry; Puzzle / Logic
300700,Auction / Bidding; Turn Order; Set Collection; Turn Order; Initiative; Worker Placement,Adventure / Exploration
300725,Party / Trivia,Puzzle / Logic
300727,Cooperative; Team Play; Movement,Card Games
300731,Action Selection; Area Movement; Tile Placement; Asymmetric Powers,Abstract / Strategy; Fantasy / Mythical
300751,Route Building; Solo Play; Stock / Speculation,Historical Eras; Economic / Industry
300753,Cooperative; Team Play; Real-Time,Card Games; Puzzle / Logic; Party / Social; Trivia / Word Games
300765,Bluffing; Cooperative; Team Play,Party / Social; Trivia / Word Games
300877,Resource Management; Tile Placement; Area Control; Map Building; Race; Rondel; Tile Placement,Abstract / Strategy; Animals / Nature; Puzzle / Logic
300882,Cooperative; Team Play; Memory / Matching,Economic / Industry; War / Historical Battles; Science Fiction / Space
300905,Cooperative; Team Play; Deduction / Hidden Info; Turn Order; Social / Party,Party / Social
300908,Social / Party; Cooperative; Team Play,Puzzle / Logic; Party / Social
300930,Card Play; Set Collection,Card Games
300936,Pattern Building; Drafting; Push Your Luck; Set Collection,Card Games
300944,Area Control; Worker Placement,Fantasy / Mythical
300993,Set Collection,Card Games
301002,Tile Placement; Area Control; Pattern Building; Set Collection; Area Movement; Tile Placement,Fantasy / Mythical; Puzzle / Logic
301009,Drafting; Pattern Building,Educational / STEM
301011,Dexterity,Party / Social
301015,Dexterity,Abstract / Strategy; Action / Dexterity
301018,Drafting; Pattern Building; Set Collection; Simultaneous Play; Variable Setup; Scoring,Fantasy / Mythical; Puzzle / Logic
301030,Action Selection; Area Control; Campaign / Scenario; Dice Rolling; Solo Play; Asymmetric Powers,Card Games; Dice / Roll Mechanics; Historical Eras
301032,Action Selection; Bonus Tokens; Area Movement; Campaign / Scenario; Card Play; Simultaneous Play; Scoring,Card Games; War / Historical Battles
301084,Route Building,Pirates / Nautical; Adventure / Exploration
301085,Card Play; Push Your Luck; Take That,Card Games
301099,Cooperative; Team Play,Animals / Nature
301242,Set Collection,Card Games
301255,Tile Placement; Asymmetric Powers; Worker Placement,Economic / Industry
301257,Scoring; Area Movement; Route Building; Pick-up and Deliver; Tile Placement,Economic / Industry
301262,Dice Rolling; Map Building; Push Your Luck; Race,Dice / Roll Mechanics; Sports / Racing
301317,Bluffing; Hidden Movement; Voting,Party / Social; Card Games; Puzzle / Logic; Humor / Adult; Science Fiction / Space
301366,Card Play; Area Movement; Movement; Route Building; Variable Powers; Drafting; Solo Play; Take That; Tile Placement; Asymmetric Powers,Adventure / Exploration; Puzzle / Logic
301441,Dice Rolling; Area Movement; Map Building; Drafting; Party / Trivia; Campaign / Scenario; Solo Play; Asymmetric Powers,Adventure / Exploration; Dice / Roll Mechanics; Fantasy / Mythical
301541,Dice Rolling,Dice / Roll Mechanics
301572,Action Selection; Random Activation; Dice Rolling; Area Movement; Simulation,Abstract / Strategy; War / Historical Battles
301576,Dice Rolling; Real-Time; Real-Time; Dexterity,Action / Dexterity; Media / Pop Culture; Puzzle / Logic
301607,Card Play; Take That,Card Games; Fantasy / Mythical; War / Historical Battles
301614,Set Collection; Trick Taking / Climbing,Card Games
301616,Dice Rolling; Area Movement; Simulation,War / Historical Battles
301637,Card Play; Push Your Luck,Animals / Nature; Card Games; Pirates / Nautical
301638,Cooperative; Team Play; Card Play,Card Games; Science Fiction / Space
301662,Dice Rolling; Card Play; Take That,Fantasy / Mythical; War / Historical Battles; Humor / Adult
301665,Deck / Bag Building; Asymmetric Powers,Card Games; Media / Pop Culture
301716,Resource Management; Rondel; Set Collection; Area Movement; Tile Placement; Turn Order; Initiative; Variable Setup,City / Civilization Building
301728,Action Selection; Card Play; Drafting,Card Games; Fantasy / Mythical; War / Historical Battles; Science Fiction / Space
301767,Limited Communication; Cooperative; Team Play; Pattern Building; Asymmetric Powers; Storytelling / Narrative,Puzzle / Logic; Party / Social
301880,Negotiation; Dice Rolling; Card Play; Drafting; Solo Play; Asymmetric Powers; Worker Placement,Historical Eras
301919,Action Selection; Cooperative; Team Play; Card Play; Area Movement; Set Collection; Trading; Asymmetric Powers,Educational / STEM; Print & Play
301946,Scoring; Event Cards; Resource Management; Turn Order; Initiative; Worker Placement,Adventure / Exploration; Card Games; Economic / Industry
302022,Dice Rolling; Push Your Luck; Take That,Sports / Racing
302098,Cooperative; Team Play; Campaign / Scenario; Storytelling / Narrative; Asymmetric Powers,Adventure / Exploration; Puzzle / Logic; Party / Social
302189,Area Control; Roll and Move; Rondel; Set Collection; Worker Placement,Historical Eras
302193,Action Selection; Limited Communication; Cooperative; Team Play; Asymmetric Powers,Card Games; Media / Pop Culture; Fantasy / Mythical; Miniatures / Tabletop Battles
302212,Cooperative; Team Play,Dice / Roll Mechanics
302238,Area Control; Pattern Building,Economic / Industry
302260,Deck / Bag Building; Drafting; Race,Card Games; Economic / Industry
302268,,War / Historical Battles; Miniatures / Tabletop Battles
302269,,War / Historical Battles; Miniatures / Tabletop Battles
302270,Trick Taking / Climbing,Card Games
302280,Negotiation; Area Movement; Card Play; Pattern Building; Race,Abstract / Strategy; Historical Eras
302281,Card Play; Pattern Building,
302310,Action Selection; Scoring; Card Play; Resource Management; Set Collection; Solo Play; Asymmetric Powers,Historical Eras; Card Games; City / Civilization Building; Economic / Industry; Fantasy / Mythical
302312,Cooperative; Team Play; Campaign / Scenario; Storytelling / Narrative; Asymmetric Powers,Adventure / Exploration; Puzzle / Logic; Party / Social; Science Fiction / Space
302316,Dice Rolling; Dexterity; Voting,Puzzle / Logic
302336,Action Selection; Card Play; Asymmetric Powers,Card Games; Media / Pop Culture; Fantasy / Mythical
302344,Cooperative; Team Play; Storytelling / Narrative,Kids / Family; Media / Pop Culture
302388,Cooperative; Team Play; Dice Rolling; Push Your Luck; Asymmetric Powers,Media / Pop Culture
302413,Area Control; Turn Order; Campaign / Scenario; Simultaneous Play; Asymmetric Powers; Variable Setup,War / Historical Battles; Science Fiction / Space
302417,Memory / Matching,Kids / Family
302421,Card Play; Set Collection,Card Games; Kids / Family; Media / Pop Culture
302425,Cooperative; Team Play; Area Movement; Real-Time; Storytelling / Narrative,Card Games; Adventure / Exploration; Fantasy / Mythical; Puzzle / Logic
302461,Cooperative; Team Play; Dice Rolling; Event Cards; Campaign / Scenario; Solo Play; Tile Placement; Asymmetric Powers,Dice / Roll Mechanics; Science Fiction / Space
302463,Dexterity; Party / Trivia,Humor / Adult; Party / Social; Sports / Racing; Puzzle / Logic
302465,Area Control; Card Play; Drafting; Dice Rolling; Area Movement; Map Building; Take That; Tile Placement; Turn Order; Asymmetric Powers,Adventure / Exploration; Fantasy / Mythical; War / Historical Battles
302469,Deck / Bag Building; Card Play; Solo Play,Card Games; Fantasy / Mythical; Historical Eras
302477,Pattern Building; Real-Time; Dexterity,Action / Dexterity; Animals / Nature; Puzzle / Logic
302510,Auction / Bidding; Tile Placement,Science Fiction / Space; City / Civilization Building
302520,Limited Communication; Deduction / Hidden Info; Scoring; Turn Order; Initiative,Puzzle / Logic; Party / Social
302524,Pattern Building; Dice Rolling; Party / Trivia; Roll and Move; Simulation; Solo Play,Dice / Roll Mechanics
302723,Dice Rolling; Event Cards; Storytelling / Narrative; Campaign / Scenario; Cooperative; Team Play; Dice; Skill Check; Worker Placement,Adventure / Exploration; Fantasy / Mythical; Pirates / Nautical
302734,Limited Communication; Cooperative; Team Play; Logic / Deduction,Puzzle / Logic; Party / Social; Trivia / Word Games
302755,Cooperative; Team Play; Voting,Party / Social; Puzzle / Logic; Modern / Political Conflicts; Economic / Industry
302809,Dice Rolling; Area Movement; Map Building; Role Playing; Storytelling / Narrative; Cooperative; Team Play; Tile Placement,Adventure / Exploration; Miniatures / Tabletop Battles
302840,Action Selection; Area Movement; Dice Rolling; Scoring; Movement; Player Elimination; Push Your Luck; Take That,Action / Dexterity; Dice / Roll Mechanics; City / Civilization Building
302882,Cooperative; Team Play; Dice Rolling,Adventure / Exploration; Fantasy / Mythical; Media / Pop Culture; War / Historical Battles
302911,Dice Rolling; Card Play; Race; Set Collection,Animals / Nature; Dice / Roll Mechanics; Economic / Industry; City / Civilization Building
302914,Card Play; Map Building; Drafting; Solo Play,Card Games; Adventure / Exploration
302917,Auction / Bidding; Dice Rolling; Scoring; Simultaneous Play,Party / Social; Card Games; Fantasy / Mythical
302926,Card Play; Set Collection; Take That,Card Games
302933,Tile Placement,Abstract / Strategy
302965,Area Control; Area Movement; Tile Placement,Abstract / Strategy
302990,Action Selection; Dice Rolling; Area Movement; Asymmetric Powers,Card Games; War / Historical Battles; Miniatures / Tabletop Battles
302991,Action Selection; Dice Rolling; Area Movement; Asymmetric Powers,Card Games; War / Historical Battles; Miniatures / Tabletop Battles
303006,Drafting; Turn Order; Initiative; Worker Placement,Fantasy / Mythical; Media / Pop Culture
303036,Action Selection; Dice Rolling; Area Movement; Asymmetric Powers,Card Games; War / Historical Battles; Miniatures / Tabletop Battles
303051,Bonus Tokens; Card Play; Area Movement; Deduction / Hidden Info; Map Building; Asymmetric Powers,Card Games; War / Historical Battles; Media / Pop Culture
303053,Cooperative; Team Play; Dice Rolling,Puzzle / Logic
303057,Auction / Bidding; Route Building; Dice Rolling; Event Cards; Resource Management; Stock / Speculation; Turn Order; Initiative; Worker Placement,Economic / Industry
303159,Area Movement; Resource Drafting; Pattern Building; Player Elimination; Take That; Tile Placement; Scoring,Animals / Nature
303263,Dice Rolling; Pick-up and Deliver; Tile Placement; Worker Placement; Worker Placement; Dice,Dice / Roll Mechanics; Economic / Industry
303544,Cooperative; Team Play; Dice Rolling; Map Building; Asymmetric Powers; Variable Setup,Media / Pop Culture
303551,Area Control; Area Movement; Card Play; Dice Rolling; Resource Management; Simulation; Turn Order; Initiative; Scoring,Historical Eras; Economic / Industry; War / Historical Battles
303552,Deck / Bag Building; Card Play; Reaction; Take That,Card Games; Fantasy / Mythical; War / Historical Battles
303553,Drafting; Pattern Building; Set Collection,Card Games; Print & Play; Historical Eras
303554,Area Control; Engine Building; Pattern Building; Area Movement; Map Building; Route Building; Tile Placement; Variable Setup,Historical Eras; City / Civilization Building
303621,Drafting; Pattern Building; Push Your Luck; Dexterity,Action / Dexterity; Animals / Nature
303635,Card Play; Set Collection,Card Games
303648,Cooperative; Team Play; Pattern Building,Fantasy / Mythical; Media / Pop Culture
303650,,Adventure / Exploration; Puzzle / Logic
303669,Engine Building; Cooperative; Team Play; Real-Time; Memory / Matching; Campaign / Scenario; Solo Play; Real-Time; Dexterity,Kids / Family; Puzzle / Logic; Humor / Adult; Party / Social
303672,Pattern Building; Engine Building; Dice Rolling; Variable Powers; Party / Trivia; Simultaneous Play; Solo Play; Variable Setup,Adventure / Exploration; Dice / Roll Mechanics; Educational / STEM; Party / Social; Sports / Racing
303676,Card Play; Trick Taking / Climbing,Card Games; Puzzle / Logic; Horror / Zombies
303733,Card Play; Set Collection,Abstract / Strategy; Card Games
303734,Drafting; Set Collection,Card Games
303830,Limited Communication; Cooperative; Team Play; Route Building,Card Games; Economic / Industry
303954,Area Control; Area Movement; Card Play; Negotiation; Drafting; Simulation; Solo Play; Tile Placement; Trading; Asymmetric Powers; Variable Setup,Economic / Industry; Adventure / Exploration; Historical Eras; Fantasy / Mythical; Pirates / Nautical; Party / Social; Modern / Political Conflicts; City / Civilization Building
303961,Cooperative; Team Play; Card Play; Solo Play,Adventure / Exploration; Card Games
304021,Set Collection; Solo Play,Fantasy / Mythical
304285,Card Play; Set Collection; Cooperative; Team Play,Card Games; Media / Pop Culture; Puzzle / Logic
304324,Action Selection; Programmed Movement; Push Your Luck; Race; Simultaneous Play; Asymmetric Powers,Adventure / Exploration
304333,Random / Luck; Balancing Mechanic; Engine Building; Card Play; Area Movement; Race,Abstract / Strategy; Animals / Nature; Humor / Adult; Miniatures / Tabletop Battles
304420,Negotiation; Resource Management; Pattern Building; Area Movement; Set Collection; Solo Play; Tile Placement,Fantasy / Mythical
304434,Action Selection; Cooperative; Team Play; Dice Rolling; Player Elimination; Role Playing; Solo Play; Tile Placement; Asymmetric Powers,Adventure / Exploration; Horror / Zombies; Puzzle / Logic; Miniatures / Tabletop Battles
304450,Cooperative; Team Play; Deduction / Hidden Info,Animals / Nature; Kids / Family; Puzzle / Logic; Educational / STEM
304490,Push Your Luck; Set Collection; Take That,Horror / Zombies; Media / Pop Culture
304620,Dice; Random Events; Dice Rolling; Tactical Combat; Movement; Asymmetric Powers,Card Games; Miniatures / Tabletop Battles; Media / Pop Culture; War / Historical Battles
304666,Card Play; Set Collection; Take That; Turn Order; Initiative,Animals / Nature; Card Games; Educational / STEM
304679,Area Control; Area Control; Competition; Area Movement; 3D Movement,Abstract / Strategy
304728,Cooperative; Team Play; Dice Rolling; Drafting; Push Your Luck; Solo Play,Card Games; Media / Pop Culture; Dice / Roll Mechanics; Pirates / Nautical
304783,Card Play; Party / Trivia; Solo Play; Tech Tree / Upgrades,Historical Eras; City / Civilization Building
304821,Dice Rolling; Dexterity,Action / Dexterity; Animals / Nature; Kids / Family
304847,Cooperative; Team Play; Deduction / Hidden Info; Campaign / Scenario,Puzzle / Logic; Party / Social
304983,Cooperative; Team Play; Deduction / Hidden Info; Solo Play; Storytelling / Narrative,Party / Social; Puzzle / Logic; Science Fiction / Space
304985,Action Selection; Area Control; Area Movement; Dice Rolling; Resource Management; Movement; Solo Play; Tech Tree / Upgrades; Asymmetric Powers; Variable Setup,City / Civilization Building; Economic / Industry; Historical Eras
304987,,Kids / Family; Puzzle / Logic
305221,Drafting; Dice Rolling,Animals / Nature; War / Historical Battles; Historical Eras; Print & Play
305270,Resource Management; Drafting; Take That; Worker Placement,Fantasy / Mythical; War / Historical Battles
305498,Hidden Movement; Deduction / Hidden Info; Resource Management; Cooperative; Team Play; Solo Play; Worker Placement,Party / Social; Modern / Political Conflicts
305564,Take That,Humor / Adult; Media / Pop Culture; Party / Social
305587,Party / Trivia; Cooperative; Team Play,Party / Social
305668,Dice Rolling; Area Movement; Resource Management; Map Building; Route Building; Race; Random / Luck; Trading; Variable Setup,Economic / Industry; Party / Social
305682,Pattern Building; Dice Rolling; Party / Trivia; Simultaneous Play; Solo Play,Puzzle / Logic; Print & Play
305752,Deck / Bag Building; Card Play; Resource Management; Solo Play,Horror / Zombies; Historical Eras
305761,Negotiation; Card Play; Resource Management,Animals / Nature; Economic / Industry
305772,Action Selection; Cooperative; Team Play; Area Movement; Set Collection; Solo Play; Tile Placement,Educational / STEM; Animals / Nature
305838,Solo Play; Trick Taking / Climbing,Animals / Nature; Card Games
305865,Dice Rolling; Area Movement; Area Control; Competition; Drafting; Take That; Cooperative; Team Play; Area Control; Worker Placement; Dice,War / Historical Battles
305980,Simultaneous Play,Historical Eras; Card Games
305984,Turn Order; Race,Puzzle / Logic; Science Fiction / Space
305986,Area Control; Dice Rolling; Simultaneous Play,Dice / Roll Mechanics; Animals / Nature
306029,Dice Rolling; Area Movement; Party / Trivia; Roll and Move; Solo Play,Dice / Roll Mechanics; Print & Play; War / Historical Battles
306040,Auction / Bidding; Negotiation; Map Building; Area Control; Rondel; Set Collection; Solo Play; Area Movement; Movement; Turn Order; Initiative; Variable Setup,Historical Eras; City / Civilization Building; Economic / Industry
306072,Dice Rolling; Area Movement; Resource Management; Variable Setup,Dice / Roll Mechanics; Puzzle / Logic; Science Fiction / Space
306074,Set Collection,Animals / Nature; Card Games
306142,Simultaneous Play; Player Elimination; Voting,Card Games; Humor / Adult; Party / Social
306169,Route Building; Dice Rolling; Party / Trivia; Real-Time; Real-Time; Dexterity; Voting,Dice / Roll Mechanics; Party / Social; Puzzle / Logic; Trivia / Word Games
306173,Card Play; Pick-up and Deliver; Area Movement,Economic / Industry; Adventure / Exploration
306202,Deck / Bag Building; Card Play; Split & Choose; Simultaneous Play; Solo Play; Asymmetric Powers; Variable Setup; Worker Placement,Adventure / Exploration; Historical Eras; Puzzle / Logic
306257,Auction / Bidding; Route Building; Stock / Speculation; Tile Placement,Economic / Industry
306300,Deck / Bag Building; Card Play; Race; Tech Tree / Upgrades,Card Games; Economic / Industry
306321,Drafting; Deduction / Hidden Info; Cooperative; Team Play,Party / Social; Puzzle / Logic
306481,Action Selection; Area Control; Card Play; Drafting; Pattern Building; Rondel; Set Collection; Solo Play; Variable Setup; Worker Placement,City / Civilization Building; Economic / Industry; Historical Eras
306577,Cooperative; Team Play; Dice Rolling; Party / Trivia; Solo Play; Asymmetric Powers,Dice / Roll Mechanics; Print & Play; Modern / Political Conflicts
306637,Action Selection; Campaign / Scenario; Cooperative; Team Play,Horror / Zombies; Media / Pop Culture
306656,Memory / Matching; Player Elimination; Take That; Asymmetric Powers,Party / Social; Card Games; Puzzle / Logic; Modern / Political Conflicts
306680,Memory / Matching,Historical Eras; Kids / Family; Puzzle / Logic
306687,Race; Campaign / Scenario; Set Collection; Solo Play; Cooperative; Team Play,Card Games; War / Historical Battles
306697,Area Control; Card Play; Take That; Asymmetric Powers,Card Games; Media / Pop Culture
306709,Cooperative; Team Play; Area Movement; Sudden Death; Tile Placement,Fantasy / Mythical; Horror / Zombies; Puzzle / Logic
306735,Dice Rolling; Map Building; Variable Powers; Campaign / Scenario; Solo Play; Area Movement; Sudden Death; Variable Setup; Worker Placement; Worker Placement; Dice,Dice / Roll Mechanics; Science Fiction / Space
306745,Cooperative; Team Play; Voting,Party / Social; Card Games; Puzzle / Logic; Humor / Adult; Trivia / Word Games
306799,Area Control; Dice Rolling; Card Play; Hidden Info; Asymmetric Powers,City / Civilization Building; Economic / Industry; Modern / Political Conflicts; Science Fiction / Space
306881,Pattern Building; Route Building; Dice Rolling; Dexterity; Party / Trivia; Simultaneous Play; Solo Play,Dice / Roll Mechanics; Economic / Industry
306882,Pattern Building; Route Building; Dice Rolling; Dexterity; Party / Trivia; Simultaneous Play; Solo Play,Dice / Roll Mechanics; Economic / Industry
307002,Card Play; Limited Communication; Cooperative; Team Play; Solo Play; Variable Setup,Card Games; Fantasy / Mythical; War / Historical Battles
307033,Cooperative; Team Play; Dice Rolling; Area Movement; Solo Play; Asymmetric Powers,Adventure / Exploration; War / Historical Battles; Miniatures / Tabletop Battles; Science Fiction / Space
307170,Drafting; Card Play; Map Building,Card Games; City / Civilization Building
307191,Action Selection; Cooperative; Team Play; Dice Rolling; Event Cards; Sudden Death; Area Movement; Role Playing; Storytelling / Narrative; Asymmetric Powers,Adventure / Exploration; Media / Pop Culture; War / Historical Battles; Horror / Zombies; Print & Play
307305,Cooperative; Team Play; Pattern Building; Push Your Luck; Real-Time; Solo Play; Asymmetric Powers,War / Historical Battles; Puzzle / Logic; Science Fiction / Space
307369,Cooperative; Team Play,Puzzle / Logic
307386,Cooperative; Team Play; Dice Rolling; Pattern Building; Role Playing; Solo Play; Asymmetric Powers,Adventure / Exploration; Card Games; Dice / Roll Mechanics; Fantasy / Mythical
307621,Card Play; Player Elimination; Area Movement; Simultaneous Play; Solo Play,Adventure / Exploration; Sports / Racing
